"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Winter","LAX","Storm","Cumulonimbus","Weak Jet","Low","B737","Standard Fabric","CFM56","France","Modern Glass",761.370334118608,76232.1246165127,14598.9404579854,36128.8414843001,456.110417390829,34.5195760323063,50.5135612702421,237.302479355031,-50.526626399458,20.1056314339848,61,181.713441177054,95,7821.13072455933,14.7141900890133,2,0,5146.38957825848
"Winter","JFK","Rain","Stratus","Polar Jet","Severe","A320","Leather","CFM56","Consortium","Classic Terminal",875.933586105975,87113.3994196139,15824.0932042502,34311.4423712525,459.109534725611,94.5100378559699,94.0271993807605,173.568214196692,-59.7281379891428,55.7203106122047,74,181.768600719833,140,7307.50560676375,25.5301606149704,2,0,5817.44872109023
"Summer","SEA","Rain","Stratus","Polar Jet","High","A320","Leather","LEAP-1A","France","Modern Glass",726.902731754653,62545.1846440257,10042.9736694205,36783.8566218619,448.080607668292,33.8165177896466,38.2683605487214,54.6456723498387,-54.2060737453135,17.9505037124926,41,125.620363979656,98,7282.75588644372,21.5451793068239,3,0,2188.54236248335
"Winter","ATL","Snow","Stratus","Polar Jet","Moderate","A320","Leather","CFM56","Consortium","Concrete Hub",594.607690530695,78207.2673824412,16276.7336443728,35448.120818893,456.102929105539,61.3496615924507,33.5714940893032,108.514095139552,-65.8716773985966,18.7831487845429,71,173.383629661616,124,7596.60575975791,9.96503758827655,3,1,2763.35947169599
"Spring","LAX","Rain","Stratus","Polar Jet","Severe","B787","Leather","GEnx","United States","Classic Terminal",3109.08218686518,182455.870418313,37468.2868308722,44930.7584366194,504.264637591693,91.8627529636218,100.567338990842,584.875181483316,-49.3266562244608,0,283,269.801914416567,220,5511.30934009574,42.8378401072611,4,6,24497.5887979068
"Summer","SEA","Storm","Cumulonimbus","Subtropical Jet","High","A320","Leather","LEAP-1A","France","Modern Glass",1306.35462671337,89058.689631867,19504.4449789937,35467.7038964169,429.397686753577,11.6191576660685,90.5254175112027,338.118986641647,-39.643927635274,64.8313260060306,106,195.403659204838,189,7291.44408449843,65.214359773591,2,3,10225.9521324792
"Spring","ATL","Clear","Cumulus","Polar Jet","Severe","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",723.468861224313,79238.0571415677,14793.1803066403,35338.7566236948,455.71046461012,59.2810886121386,19.3784174218969,137.207393071704,-52.6386813276624,22.6494339238279,63,191.887465254931,109,7633.91712001458,44.8220763421274,5,0,3536.86749941835
"Fall","LAX","Clear","Cumulonimbus","Weak Jet","Low","B787","Standard Fabric","GEnx","United States","Classic Terminal",2108.55729762007,182310.891435068,51230.323410481,44496.6204676096,521.03552087465,37.3508000682816,9.65721749231875,485.852579580971,-46.8932701284796,0,278,306.849181622472,397,5342.78619663338,11.905542818481,5,4,14467.5262400174
"Winter","LAX","Storm","Cumulonimbus","Subtropical Jet","Moderate","B787","Standard Fabric","GEnx","United States","Concrete Hub",3174.34830663281,191021.886227519,50429.5063571273,44250.5445978907,519.524812054963,22.6813593066127,70.2415129224361,636.060924279991,-46.1299594174613,27.0789017562701,161,296.886616694255,381,5479.94653489506,34.2652754389691,2,4,41471.1495988377
"Fall","JFK","Clear","Cumulus","Polar Jet","High","A320","Premium Fabric","LEAP-1A","France","Classic Terminal",867.599535074123,84894.5860224026,18527.4645904555,37735.1460922929,480.540490464661,35.8329694362266,53.5200798534512,113.483581402305,-58.6095761791939,0,74,172.246670675875,163,7482.43019714708,18.713675033321,3,1,3583.68616436733
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","Severe","B737","Leather","CFM56","Consortium","Modern Glass",1389.85767351315,95630.420713928,21204.9767494717,35520.99883121,430.395156968971,23.7471873633309,216.738967314844,488.36153963571,-35.3261816836075,155.245239811972,99,199.998106426506,162,7517.19754137608,103.122063410936,4,3,17117.711917813
"Summer","ATL","Rain","Stratus","Weak Jet","Low","B787","Premium Fabric","GEnx","United States","Concrete Hub",1681.27981012922,182997.217651461,51499.3329459333,42122.0365654227,525.425797721608,-46.1477042304942,17.8225721394701,480.350173026292,-39.1769286460573,0,187,277.616966096352,492,5494.05362786892,13.6142228149691,3,4,15211.1867324293
"Summer","JFK","Rain","Stratus","Weak Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",814.312194225971,73875.4009174768,16570.3668406472,34366.8404563515,479.939605009468,25.7390932712024,92.619570502197,173.953923054267,-38.8199032954233,33.4531863144673,52,169.989498072259,100,7404.37292340135,46.0763298220291,3,0,5998.24297348728
"Fall","ATL","Clear","Stratus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",452.405814216576,74252.5736130737,16038.6045237303,32890.5359321224,438.076181930884,32.1541499729306,7.15670046619091,54.8606598390013,-53.7804661313302,29.2908009288314,46,179.394582537159,132,7399.1345378875,9.4354782431132,5,0,1466.26346536541
"Fall","LAX","Clear","Cirrus","Polar Jet","High","B737","Leather","CFM56","Consortium","Modern Glass",882.835061885659,75060.5745422764,16610.5912442252,41999.5729094695,478.98898705291,69.9106535953361,51.8469638368847,102.660537458812,-56.0272250387009,0,52,147.994930833012,135,7663.63214416405,14.0392364147342,4,0,3305.86894031325
"Winter","ATL","Clear","Cumulus","Polar Jet","Moderate","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",1301.44951094263,181948.890759025,39091.8959522819,41672.9175005512,505.152841826279,54.5790847183758,22.3046930666329,213.220737393426,-60.0017564812331,0,137,222.687804476335,262,4975.35545015498,5.33490076303629,4,4,7150.89216444186
"Winter","LAX","Rain","Stratus","Polar Jet","Moderate","A320","Standard Fabric","CFM56","Consortium","Modern Glass",898.278901642361,78716.0341509121,19265.4952960546,36625.0927223126,462.606870335769,32.7944374336555,8.16584035594586,181.821525906993,-55.8392033467592,12.3947059986469,58,176.47495622153,147,7635.3317913997,18.1483449068984,11,1,4041.26763201327
"Spring","JFK","Snow","Stratus","Polar Jet","Moderate","B737","Leather","CFM56","Consortium","Classic Terminal",1153.1016803341,89695.6491043794,18388.6148339935,39409.7727004678,485.309645423394,3.89155527552937,81.2699197087798,224.18402298304,-64.2035477988398,0,78,176.924903750773,138,7433.77611035436,25.2438702728005,3,3,6971.04973802345
"Summer","ATL","Storm","Cumulonimbus","Polar Jet","High","B737","Standard Fabric","CFM56","France","Concrete Hub",739.528280493999,77805.056046598,14897.3066658015,39947.1868140531,480.495963357952,-15.4581311206591,89.2113153445387,66.1133400276688,-49.7082209492994,20.0011779107975,60,191.553679464313,102,7871.13716090477,5.88358221094308,3,0,4246.49297484472
"Spring","ATL","Rain","Stratus","Polar Jet","Moderate","B787","Premium Fabric","GEnx","United States","Classic Terminal",1231.74323331818,160960.941190339,37547.4424526186,44370.0019506986,479.581675070354,48.5914181970372,42.1165722989411,175.4607385379,-53.737494838819,28.3738921594999,166,263.267579927469,207,5359.58639930451,14.5530374208175,3,1,7783.53739496028
"Fall","ATL","Clear","Cirrus","Subtropical Jet","Low","B737","Premium Fabric","CFM56","France","Concrete Hub",743.963147511284,76142.7492877233,16304.5433247037,38817.3823529951,495.332567120028,-5.3984361656164,10.374917352157,212.266174649317,-37.5043333113127,0,98,197.801683162782,122,7558.08509139765,12.7315818411717,5,2,3524.05837690375
"Winter","JFK","Snow","Stratus","Polar Jet","High","A320","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",705.301546540303,69880.3053775919,18997.9551034437,34740.9990715251,428.486727335533,60.2638986712135,14.9077497407989,99.9763593616605,-71.5654584387781,0,43,166.938919791432,118,7320.50283939907,33.4653266678267,4,0,1946.49855659338
"Summer","JFK","Storm","Cumulonimbus","Polar Jet","High","B737","Leather","LEAP-1A","France","Classic Terminal",1575.5446781679,92065.6962577627,22977.5515899603,34499.858779021,469.586369755191,21.7877349761898,165.498255369299,352.675513683172,-49.5055784823601,267.22910135121,76,180.340883953911,199,7274.4042953399,81.2233978568276,5,2,18533.3666711652
"Summer","SEA","Storm","Cumulonimbus","Subtropical Jet","High","A320","Standard Fabric","LEAP-1A","France","Modern Glass",949.491137248539,76213.3243460173,16312.4951487786,34446.066683627,467.397308422002,19.4940028255516,82.6597883580477,205.561265966486,-39.2463683505112,19.1195544175411,82,180.779354295711,137,7613.53930519676,8.01622155553605,5,0,6597.1300820106
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","High","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",1400.78236423966,90085.3241997012,22877.3638254369,37609.9144735797,462.454530871875,-29.7373930308425,170.203215763755,534.737806006565,-36.4904292095488,125.853139914764,133,217.237807337118,155,7718.05843919779,54.6703568181548,3,2,19452.7753945924
"Fall","SEA","Storm","Cumulonimbus","Polar Jet","Severe","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",1198.87396897609,81430.5592983714,13525.5910091001,37128.0859059735,462.983332945464,45.8833376801467,61.0367585953438,150.127858219154,-63.5631325613553,139.780970895223,92,197.407273910268,110,7723.84332911835,16.7349563416256,3,1,8316.85330239778
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","Severe","B787","Premium Fabric","GEnx","United States","Classic Terminal",2658.2912045661,174842.348075627,39925.6262042467,38958.2761447855,479.280232114914,11.3036227217346,163.880099229096,404.332401670229,-27.4611951417266,47.5704283324654,186,258.480953142932,272,5236.92652582622,40.1789102086659,4,2,31900.3565802341
"Winter","ATL","Snow","Stratus","Polar Jet","Moderate","B737","Leather","LEAP-1A","France","Concrete Hub",576.587003401489,85722.1405995928,17015.5968142449,39022.4498113791,474.482032066664,21.955843192016,35.6130615633104,94.3724757362196,-66.200110330507,8.39417165497473,77,167.492012131473,144,7720.78821023602,12.7485117638938,5,0,2828.86189872025
"Summer","ATL","Storm","Cumulonimbus","Subtropical Jet","High","A320","Leather","CFM56","Consortium","Classic Terminal",902.145265752898,89945.5140474974,21564.0773722924,34844.0196450951,428.115211381533,30.3121521687194,82.5207039151133,259.193742712168,-33.1338340401154,161.750006907567,92,186.637978835222,188,7956.34797698952,56.1315569297997,2,2,7633.64279016768
"Winter","ATL","Rain","Stratus","Polar Jet","Low","A320","Premium Fabric","GEnx","United States","Classic Terminal",451.551234638925,64188.3869883959,5969.93118506774,35504.162032512,487.314088313652,41.2135981438813,23.3574658506612,78.1891950110459,-58.4740764325312,0,45,135.732051567325,48,6896.90130861388,9.3584347127,2,0,1221.4993801308
"Fall","JFK","Snow","Cumulus","Weak Jet","High","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",921.972177988312,82291.3116785562,24750.4578899793,38049.7851972461,452.626912882248,6.68696293905358,51.0159846890527,331.831026700015,-59.0760423893284,37.3556584740914,80,197.24359576931,178,7443.39520303431,18.9290819004048,3,2,7940.14811320133
"Winter","LAX","Rain","Stratus","Polar Jet","High","B787","Leather","CFM56","Consortium","Modern Glass",3376.12751025467,176946.48055462,44993.6283174603,43310.025135218,521.560843337793,107.83380607387,54.3615028976509,794.231530727007,-53.2510203902548,21.1889150056969,297,278.618637278368,323,5680.94110337073,26.0757361802461,4,7,39347.696938527
"Winter","JFK","Snow","Stratus","Polar Jet","High","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",1111.00409079903,86783.5430704614,18346.1438409053,38696.9892169961,520.404229724881,53.3795658891786,55.2491532944669,240.835294485113,-69.3821596769374,71.3721972123172,81,193.415508485796,115,7520.57630326033,12.672675720021,1,2,10113.7487049615
"Winter","SEA","Clear","Stratus","Polar Jet","Low","B737","Standard Fabric","LEAP-1A","Consortium","Modern Glass",1114.31243632369,88783.1589468149,18478.1680455228,41352.3328998152,543.151481387391,77.501260963378,9.29642335924421,281.198714172506,-69.028094663525,0,87,194.985505852667,123,7625.97298313741,3.12707349876855,3,3,5868.15631208006
"Fall","SEA","Rain","Stratus","Polar Jet","Low","B787","Standard Fabric","CFM56","Consortium","Modern Glass",2374.9123217363,168470.501260591,45319.0366503604,44292.9694422229,538.423354040046,51.6384620793595,5.22170750964544,275.673291426203,-63.1562777434749,0,143,269.879958843578,338,5686.80032763353,5.82442434253996,6,3,13635.5803959366
"Summer","SEA","Rain","Stratus","Subtropical Jet","High","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",1000.90840841855,78291.2719713231,19588.8296559915,38764.7052961987,464.824464757897,73.038479593531,52.7846655891206,200.440881172938,-38.2420765060289,0,67,185.019324215396,121,7621.14668310752,35.7421264954828,3,0,4821.11912551357
"Winter","JFK","Snow","Cumulonimbus","No Significant Jet","High","A320","Standard Fabric","CFM56","Consortium","Modern Glass",647.697986588494,78797.0060190198,16688.4590701881,36820.893801016,470.314852546762,-13.6064469127097,108.29303852451,164.898968703781,-59.959417329013,42.5800929129179,68,171.613796791874,78,8050.49144858894,10.1423152021648,3,1,5222.89584997894
"Summer","LAX","Clear","Stratus","Subtropical Jet","Moderate","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",2062.61962051591,174232.561760205,40526.8586865114,42806.1906982706,544.698085090262,-40.9904277405619,14.4735425480469,224.196275872652,-28.7264949594628,0,151,219.367090471205,244,4956.10653157653,7.05583757598707,1,5,13836.2421723374
"Spring","ATL","Rain","Stratus","Polar Jet","Moderate","A320","Standard Fabric","LEAP-1A","France","Classic Terminal",500.482294721382,73612.3819680937,14408.7161272012,37713.2565209303,466.809101263614,87.4166188037,7.41949063328053,55.3749524945579,-53.3358890732706,0,51,179.107538340986,100,7710.03053912267,11.3407627341899,5,0,1167.23458502785
"Winter","LAX","Storm","Cumulonimbus","Polar Jet","High","A320","Standard Fabric","CFM56","France","Concrete Hub",1197.17108689152,91721.8391012871,25042.9087467262,36911.7090810662,464.734979231258,46.048981820829,48.3829438403239,240.478923434764,-59.4401326177057,24.835924430385,77,210.249098256479,197,7867.87911488887,15.8609450783739,3,2,8755.04257639883
"Fall","JFK","Snow","Cumulus","Weak Jet","Moderate","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",648.561581396703,70745.6996134697,19562.5624074076,36520.2877396072,457.993030164785,-31.1634865225119,128.94241571803,111.170407154145,-57.3275762330754,16.1005577867117,70,177.885642949027,119,7297.96422099551,20.3478728176693,1,0,4106.27368299392
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","High","A350","Premium Fabric","Trent XWB","United Kingdom","Classic Terminal",5215.45793500783,231760.813430412,55777.1274494894,44884.2772999601,526.547967456524,15.5268581102366,101.408108340125,1379.71822309791,-28.0432067728793,60.3657323313731,343,340.921047064307,395,5573.14440923976,79.5568439834485,6,13,94793.2199353721
"Summer","SEA","Rain","Stratus","Polar Jet","High","B737","Leather","LEAP-1A","France","Modern Glass",1256.2147400142,90264.6847097408,22401.4817036966,36472.7736226682,467.435186223928,33.7900969395666,44.5842443523226,236.452552743243,-51.0411184208883,0,82,194.121989355585,225,7261.4245208816,30.8139160279288,4,1,6557.23878095452
"Spring","ATL","Rain","Stratus","Weak Jet","Low","B737","Leather","CFM56","Consortium","Concrete Hub",526.04680814401,75103.2318629847,14193.1245318136,37429.98806806,487.984946327759,26.3389412508894,12.5106348163059,164.826588380639,-44.2329887429159,0,78,154.651748457918,94,7664.36751490069,8.8212493521854,2,2,2392.42566350892
"Fall","ATL","Rain","Stratus","Polar Jet","Low","B737","Leather","LEAP-1A","France","Concrete Hub",616.863998533095,90507.407464062,22580.7956414936,38965.5821841067,463.121320566161,41.9181928849071,12.5353056952944,118.998492615536,-55.0891769479212,0,82,206.782093655017,196,7643.69071736797,5.99655115668377,4,1,2275.29110249505
"Fall","ATL","Clear","Stratus","Polar Jet","Low","B787","Standard Fabric","GEnx","United States","Concrete Hub",1073.68139218168,173552.86507683,48515.3641154918,40249.8499150377,498.013985584732,11.0101348187948,22.0131936704312,71.3342141188007,-56.114639395232,0,138,289.042353183489,359,4916.91080225417,7.6929643586545,3,0,4534.58703948504
"Winter","SEA","Snow","Stratus","Polar Jet","Low","A320","Leather","CFM56","Consortium","Modern Glass",867.00884842824,72805.6062142059,12610.7052186739,37121.490924315,468.035895591205,58.7916473847601,24.2391140153941,176.051020090389,-70.0817436493934,0,76,173.381555695514,86,7754.85439292516,16.9538501309183,2,1,3167.26978932697
