quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q4-Holiday,Sun,0,Toys,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Premium,Top5,12.65906589,31.10744629,1.475161218,4.9,12,53,5928,0.5,-11.7,1,2.107996268,0.192837388,7.678392495,206,284,5928,178,4.58,40.3,87.6,53110
Q1,Tue,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top20,10124.40905,7.70655918,242.4923785,5,102,40,143,0.5,-20.6,16,1608.179955,141.6926164,1732.405043,4,7,143,322,0.99,60.6,100,6074
Q3,Wed,0,Clothing,Nike,NikeRunning,Importer,FBA,1,High,0,Good,Top100,71.40228931,23.54719499,2.179871294,5,6,9,496,1,-4.4,1,37.96110931,0.976175919,10.40259733,47,60,496,523,2.62,10,95.3,1629
Q4-Holiday,Sun,1,Electronics,Generic,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,2457.476757,13.09142853,303.2415481,5,1907,4840,841,0.5,-21.1,420,959.6148182,115.1033843,16384.32817,2,3,1956,277,5.77,83.5,100,82707757
Q4-Holiday,Sun,0,Grocery,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,High,0,Premium,Top100,1.831438793,12.95687263,0.121595636,3.9,2,2,217,2,-4.7,0,0.553527603,0.108708837,0.747616016,41,110,784,155,2.82,1,43.4,977
Q3,Tue,0,Beauty,Hasbro,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,8.784380482,13.67991664,0.300981161,3.6,4,0,330,4,-8.4,0,4.313261421,0.12921804,1.385532499,166,177,330,743,1.74,1,25,209
Q3,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Poor,LowVisibility,1.133893893,69.36828665,0.102820104,4,17,8,1954,0.5,-10.2,0,0.31007292,0.091187978,0.656955288,2007,2618,5590,143,2.32,1,25.1,2601
Q3,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,LowVisibility,1.857614281,28.64590983,0.148154034,4.5,24,11,1086,0.5,-6.7,0,0.531877,0.074457129,1.232522137,8000,9000,1734,109,1.34,1,44.7,723
Q4-Holiday,Sat,0,Beauty,Nestle,PenguinClassics,ManufacturerDirect,SellerFulfilledPrime,1,High,0,Premium,Top20,8.845367491,23.35296121,1.053200154,5,20,35,4538,0.5,-2.2,1,7.025579265,0.324298477,8.524657617,259,259,4538,149,3.11,15.9,100,29564
Q2,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Good,LowVisibility,1.972390823,17.68194456,0.055937656,4.8,5,6,2860,0.5,-4.3,0,0.971103501,0.031717626,0.189734437,956,1631,2860,79,1.49,1,63.3,3290
Q3,Wed,0,SportsOutdoor,Generic,PlayStation,ManufacturerDirect,FBA,1,High,0,Premium,Top5,446.8552103,44.43219113,9.578618186,5,26,113,2632,1,-11.5,6,54.44658484,3.521607396,147.6247043,36,64,2632,295,2.74,59.1,100,17730
Q4-Holiday,Sat,1,Toys,Generic,PlayStation,MarketplaceSeller,FBA,1,High,1,Poor,Top5,83.58441696,60.4469146,24.07346704,4,29,241,1167,1,-6.7,16,14.88009545,13.03108257,141.9703012,9,9,1167,516,5.27,50.9,42.7,1797098
Q4-Holiday,Sun,0,Clothing,Generic,Kindle,ManufacturerDirect,FBA,1,Peak,0,Premium,LowVisibility,52.70625728,14.23006131,1.12895699,5,7,9,726,0.5,-4.3,0,16.8591257,0.366413677,4.349607483,44,63,726,105,4.34,1,100,502
Q4-Holiday,Sat,0,Toys,Generic,GenericBrand,Importer,FBA,1,Peak,0,Good,LowVisibility,14.43133271,8.021304625,0.412730737,4.3,2,1,361,1,-5.7,0,4.854621781,0.36137222,0.763367422,25,44,361,337,4.59,1,64.9,542
Q3,Thu,0,Grocery,PG,Kindle,MarketplaceSeller,MerchantFulfilled,0,High,0,Good,Top100,7.125993958,46.67428889,1.031042138,4.6,0,7,155,5,-8.8,0,2.490565772,0.833855953,6.715284933,9,28,155,95,2,1,64.2,187
Q4-Holiday,Sun,0,Toys,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,Top100,18.47172101,49.00458725,1.506737568,3.2,4,2,67,6,9.9,0,2.508104432,0.587407575,2.691419288,29,82,80,581,2.78,1,18.8,65
Q4-Holiday,Sun,0,Electronics,Generic,AmazonBasics,AuthorizedDistributor,FBA,1,High,1,Good,Top20,99.7973812,81.11547958,6.694377936,4.3,17,53,3900,0.5,-28.4,19,22.57382093,3.911734905,267.3612887,3,4,3900,335,3.99,39.1,73.2,239587
Q4-Holiday,Sat,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,18576.57124,5.881520543,647.0114949,5,482,6082,150,0.5,-36.2,1809,7333.453208,297.3786172,13088.8956,7,7,150,190,4.69,97.9,100,5754534
Q4-Holiday,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Good,Top100,2.109425856,13.48699414,0.05954198,4.8,12,15,902,0.5,-6.4,0,1.375969106,0.037496965,0.443737041,279,740,902,98,3.03,1,53.3,4276
Q4-Holiday,Wed,1,Toys,Generic,NikeRunning,MarketplaceSeller,FBA,1,Peak,1,Poor,Top5,52.04754748,72.9946312,50.53173864,4.7,115,534,893,2,-4.9,113,11.49344641,39.21758313,421.5538214,63,63,1408,180,5.66,66,45.3,15353116
Q3,Tue,0,Home,Generic,iPhone,ManufacturerDirect,FBA,1,High,0,Premium,Top5,615.9388572,19.72912293,31.8209957,5,474,188,1502,0.5,-10.9,28,122.0273874,13.77535546,290.5873485,5,12,1502,288,2.66,70.2,100,58857
Q4-Holiday,Sat,1,Toys,Apple,iPhone,ManufacturerDirect,FBA,1,High,1,Premium,Top5,1880.527736,37.12791278,1202.878832,5,14277,4101,297,1,-13.3,4347,464.9683495,962.33401,18905.13829,3,10,518,50,5.42,98.5,100,128508937
Q2,Sun,0,Home,Generic,AmazonBasics,WholesaleAggregator,SellerFulfilledPrime,0,High,0,Good,Top100,14.92029171,10.85226915,0.244402912,4.1,4,0,179,2,-8.3,0,5.572861315,0.074020734,2.189282492,57,57,179,72,1.98,1,63,129
Q1,Thu,0,Beauty,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,Low,0,Standard,Top20,123.0735805,40.85585692,3.005793692,4.4,22,5,62,3,-9.5,0,14.06570789,1.6230294,14.24277254,4,11,62,1572,0.25,1,82.7,281
Q3,Sat,0,Home,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,1,High,1,Poor,Top20,48.10733797,53.6819788,0.68259517,3.7,6,1,15,3,4,0,7.68699822,0.529536291,6.420358352,35,45,15,203,2.11,1,24.1,541
Q2,Wed,0,Home,Hasbro,PenguinClassics,Publisher,MerchantFulfilled,1,Low,0,Standard,Top5,14.25374205,39.30278781,1.235659052,4.1,11,5,731,1,-9,0,2.635849343,1.105550237,3.117221287,163,200,731,175,0.47,1.9,57.4,1126
Q4-Holiday,Tue,0,Clothing,Generic,AmazonBasics,WholesaleAggregator,MerchantFulfilled,1,High,0,Good,LowVisibility,14.67588359,21.68541374,0.405402519,4.8,2,2,500,2,4.6,0,4.460868634,0.190887383,10.02140722,144,144,500,228,2.72,1,77.8,976
Q4-Holiday,Sat,0,SportsOutdoor,Generic,LorealParis,AuthorizedDistributor,FBA,0,High,0,Poor,Top100,25.46790055,65.6413286,0.57710322,3.5,10,3,306,2,-7.9,0,6.353060984,0.115534675,6.196566626,124,279,306,508,3.52,1,28.5,548
Q3,Fri,1,Toys,Nestle,PenguinClassics,Publisher,MerchantFulfilled,0,High,1,Good,Top5,8.201554969,72.83435454,6.559002159,4.8,42,262,4450,2,1,15,6.300517685,5.644205888,59.32236689,123,277,4450,216,3.35,54.2,76.7,3654014
Q1,Sat,0,Grocery,PG,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,0.789570741,24.28504039,0.093869069,2.5,0,0,245,4,-6.8,0,0.38704022,0.048172107,0.658821895,90,92,345,279,0.46,1,0,215
Q4-Holiday,Sat,0,SportsOutdoor,Generic,PlayStation,MarketplaceSeller,FBA,1,High,0,Good,Top5,325.2265184,37.96692295,9.281392811,5,44,78,269,1,3.4,4,92.33052427,5.417645497,43.01180709,70,114,421,1016,3.81,38.3,97.6,4813
Q3,Fri,0,Clothing,Nike,NikeRunning,Importer,FBA,1,Low,0,Good,Top100,64.96189706,36.16061652,1.774575247,4.4,0,3,529,1,3.6,0,7.64156648,0.531520939,5.123725993,127,127,529,1113,1.45,1,80.9,105
Q4-Holiday,Wed,1,Books,Generic,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,Top5,5.907030119,25.2266632,0.602525404,4.7,37,65,867,1,-11,1,1.696019035,0.241328663,5.096000722,81,785,867,34,4.87,29.1,62,25531
Q1,Tue,0,SportsOutdoor,Generic,PlayStation,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,Top100,65.18126274,48.26902729,1.400767388,3.5,3,2,62,5,12.7,0,27.58670689,0.894936678,3.556493574,107,107,62,1107,0.25,1,24.8,73
Q1,Thu,0,Beauty,Hasbro,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,113.6749104,69.57285059,24.71512262,4.9,80,106,1559,0.5,-20.5,18,12.3596953,4.274639647,155.1866903,77,100,1559,206,1.05,58.4,100,690561
Q2,Mon,0,Toys,Nestle,HasbroGaming,ManufacturerDirect,FBA,1,Peak,0,Good,Top100,8.554778597,23.34384078,1.337047486,5,11,1,514,0.5,5.8,1,4.313575148,0.190887301,19.01473739,11,39,1666,218,3.06,22,100,8623
Q4-Holiday,Sun,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,Top20,46.48229615,33.34448626,2.177560633,3.6,21,3,570,1,-6,0,8.808128453,0.820964171,17.76080659,40,71,570,1731,1.6,1,22,658
Q2,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top100,1.999678188,37.54990241,0.103754007,5,10,4,4631,0.5,-8.1,1,0.758167012,0.019519344,0.689025567,8000,9000,4631,56,2.06,11.2,61.1,1449
Q2,Fri,0,SportsOutdoor,Generic,Kindle,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,Top20,42.61196424,57.25523317,0.750393557,3.4,14,1,62,4,-4,0,9.152003036,0.608569808,7.491484077,15,37,64,1946,1.51,1,10.7,417
Q2,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Poor,Top100,1.460509378,63.22069727,0.11964224,4.5,18,26,1783,0.5,-14.2,0,0.470020273,0.031153139,0.880015033,3615,4976,1783,70,1.52,1,18.2,6276
Q2,Sat,0,Clothing,Nike,Nescafe,Importer,MerchantFulfilled,0,Medium,0,Good,LowVisibility,9.292683937,21.84507376,0.357593969,4.3,5,1,738,5,-3,0,5.338023642,0.092451822,1.288398395,21,32,738,3317,1.29,1,60,162
Q1,Thu,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,19231.65516,21.45184353,1108.892646,5,1191,482,336,0.5,-21.3,738,2903.449999,455.3554135,7768.93757,1,3,746,218,1.11,92.9,100,449565
Q2,Sun,0,Beauty,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,Top20,6.824092161,28.35804895,0.536290842,4.5,0,4,271,3,4.6,0,4.254979862,0.247544982,2.313134276,32,53,271,215,1.74,1,61.6,1267
Q3,Sat,0,Toys,Generic,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top20,247.5522297,36.17056781,11.35070826,5,28,22,153,0.5,-14.2,4,82.1965987,6.863201679,81.22695156,17,20,153,215,2.47,44.6,100,12987
Q1,Fri,0,SportsOutdoor,PG,iPhone,AuthorizedDistributor,FBA,0,Medium,0,Premium,Top5,694.3689263,26.98024336,14.79147974,5,213,48,397,1,-18.3,9,138.5536193,3.789608268,456.5315302,25,28,397,549,1.41,60.8,100,20787
Q3,Sun,0,Clothing,Nike,NikeRunning,Importer,MerchantFulfilled,0,High,0,Good,LowVisibility,47.31798882,47.4345056,1.403622745,4.4,9,0,187,9,5.5,0,6.220136603,0.862145875,6.405297459,48,113,187,2427,2.11,1,76.7,31
Q1,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,LowVisibility,2.202761144,28.55150748,0.118978817,5,10,1,4228,0.5,-8.7,0,1.198227299,0.093431147,0.662445879,1589,3801,5213,99,0.61,1,68.1,5974
Q1,Mon,0,Grocery,Generic,AmazonBasics,Publisher,MerchantFulfilled,0,Low,0,Good,LowVisibility,2.45926442,53.0230503,0.425387492,3.9,0,1,1399,3,-5.9,0,0.366052255,0.270382047,3.517333694,119,123,1399,121,0.25,1,23.7,1330
Q3,Fri,0,Beauty,Generic,NikeRunning,WholesaleAggregator,FBA,1,High,0,Standard,LowVisibility,33.2634789,26.64136919,0.624117042,5,2,6,3116,0.5,6.6,0,14.75580116,0.227082771,5.308760889,139,139,3116,437,2.66,1,96.4,1102
Q4-Holiday,Wed,1,Electronics,Generic,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,1,Good,Top5,266.7938466,89.94114056,38.30239203,4.5,69,199,90,10,-8.6,49,89.06678,22.83482995,670.3161122,25,84,90,178,3.8,57.9,90.7,62206
Q4-Holiday,Sat,0,Toys,Hasbro,Nescafe,WholesaleAggregator,FBA,1,Peak,0,Standard,Top20,4.748409608,61.84773127,1.737457276,3.8,15,2,1721,0.5,-20.3,1,0.763676035,1.073637655,33.5819736,30,49,8213,262,4.73,6.2,52.4,20826
Q2,Wed,0,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Poor,LowVisibility,10.06249166,84.81466327,1.158725132,3.3,2,1,172,4,-1.3,0,3.561089519,0.701941922,3.217691963,142,384,172,456,1.21,1,8.7,520
Q4-Holiday,Fri,0,Toys,Apple,iPhone,Importer,FBA,1,Peak,0,Premium,Top5,1503.052463,6.015637068,166.6086216,5,629,136,75,1,-9.3,26,400.6148786,145.5911356,625.8828014,2,6,131,274,4.61,75.2,100,79148
Q4-Holiday,Mon,0,Clothing,Generic,Kindle,Importer,MerchantFulfilled,0,High,0,Poor,LowVisibility,16.86656417,72.27915692,0.616872722,3.4,3,2,270,5,7.7,0,4.31133229,0.307563101,5.427569913,43,45,270,3697,2.55,1,26.6,378
Q1,Tue,0,Clothing,Samsung,Galaxy,Importer,FBA,1,Peak,0,Good,LowVisibility,132.2822604,66.98629127,3.23520279,4,0,19,672,0.5,-17.1,1,5.263920897,0.352588314,8.085751087,9,23,915,550,2.64,1,85.8,912
Q4-Holiday,Fri,0,Beauty,Generic,Kindle,Publisher,FBA,0,Peak,1,Standard,LowVisibility,20.91201458,56.74029619,1.389250787,4.1,14,8,436,0.5,-16.7,0,4.789886044,1.228299989,6.919797941,28,100,1272,350,3.84,1,79.2,3170
Q1,Tue,1,Grocery,Nestle,AmazonBasics,Importer,FBA,1,Medium,1,Poor,Top5,1.846482789,60.24806749,1.667185285,3.7,3,341,9695,1,-4.1,14,0.770654714,0.991794295,19.15030546,23,32,13116,92,2.98,55.2,30.3,721524
Q2,Sun,0,Clothing,Loreal,LorealParis,MarketplaceSeller,FBA,1,Low,0,Premium,Top5,93.7205378,57.33989951,12.80587135,5,159,16,51,1,-3.8,2,30.09761105,1.538583138,202.0014686,15,38,120,112,1.34,37.6,100,16428
Q4-Holiday,Mon,1,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Medium,1,Poor,Top5,36.04703352,75.21418996,30.61115087,3.9,131,325,551,2,9.6,21,17.17809175,13.791392,285.1125698,59,100,551,974,3.59,41.3,39.4,351026
Q1,Sat,0,Books,Generic,PenguinClassics,Publisher,FBA,1,Low,0,Good,LowVisibility,3.024256532,13.79045115,0.09721256,4.6,25,7,584,0.5,-10.3,0,0.461243646,0.010752575,0.355244004,818,2372,584,155,0.81,1,50.6,1131
Q2,Thu,0,SportsOutdoor,Generic,SonyAudio,AuthorizedDistributor,FBA,1,Medium,0,Standard,Top20,56.49536373,39.15120423,2.600798255,4.5,1,9,1316,0.5,0.8,2,25.75915278,0.728598121,12.80309877,22,37,1316,613,1.77,17.4,92.5,644
Q3,Sun,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top100,2.053215542,29.91276297,0.068995013,4.1,11,11,1112,0.5,-10.6,0,0.391795064,0.030656705,0.226980287,1248,2257,1554,98,1.37,8.7,62.9,948
Q2,Tue,0,Home,PG,LorealParis,AuthorizedDistributor,FBA,1,High,0,Standard,Top20,40.69209652,17.32696946,0.751738763,4.7,15,12,704,0.5,-4.1,1,17.89752106,0.3280947,7.619354961,37,52,704,180,2.23,24.6,88,2267
Q1,Fri,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top20,10927.40127,7.035999939,220.3469384,5,95,64,722,0.5,-34.1,35,1132.158418,37.84365161,2899.328678,2,2,722,322,1.63,69.6,100,8404
Q1,Wed,0,Grocery,Loreal,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,LowVisibility,30.5389297,45.25922314,3.002346799,4.9,6,16,1844,0.5,-12.2,3,7.999025084,0.75161955,73.97281702,38,38,1844,122,1.06,28.2,100,20613
Q2,Wed,1,Home,Generic,Nescafe,MarketplaceSeller,FBA,1,High,0,Poor,Top5,12.94431303,68.39311723,2.790213623,4.1,31,32,3694,0.5,9,2,4.670660024,1.235856864,18.24342226,134,134,3694,694,2.95,12.8,17.7,30143
Q4-Holiday,Fri,1,Toys,Generic,NikeRunning,IndependentArtisan,MerchantFulfilled,1,Peak,1,Good,Top5,66.39822206,83.56776038,39.03101517,4.7,156,163,95,9,-8.6,13,12.03880622,27.10487889,409.5549343,18,49,1290,679,4.65,47.1,87.5,424069
Q3,Fri,0,Beauty,Generic,HasbroGaming,Importer,MerchantFulfilled,0,High,0,Standard,LowVisibility,11.19511131,14.99244299,0.401035412,4.6,2,2,307,4,0.4,0,5.882461732,0.272429781,1.12393258,141,141,307,2400,1.94,1,71,718
Q4-Holiday,Sun,0,Toys,Nestle,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,133.1197217,26.5367968,37.90813159,5,576,720,1748,0.5,-13.9,100,20.70415379,30.60007733,326.7482867,28,79,1748,189,4.23,73.9,100,10006236
Q4-Holiday,Mon,1,SportsOutdoor,Generic,Kindle,Importer,MerchantFulfilled,0,Peak,1,Poor,Top100,32.71646587,56.43137219,0.649761804,2.9,4,10,122,16,-4.4,0,3.381873078,0.440713288,3.164461759,126,130,172,6625,3.95,1,7,92
Q1,Wed,0,Clothing,Nike,NikeRunning,WholesaleAggregator,MerchantFulfilled,0,Medium,1,Good,Top100,42.43072625,51.3732694,0.795408632,3.9,3,3,18,4,-2.6,0,4.465640875,0.313568921,3.384091612,46,53,37,334,1,1,71.5,128
Q2,Sat,0,Beauty,Loreal,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top100,11.1586505,32.49837239,0.612468525,4.8,4,6,1137,0.5,-11.5,1,4.366662607,0.267463595,5.62422975,60,116,1137,269,2.32,1,87.6,7154
Q4-Holiday,Tue,0,Toys,Loreal,Nescafe,IndependentArtisan,MerchantFulfilled,0,High,0,Good,LowVisibility,4.315932477,48.57159445,0.389689129,3.8,2,0,634,5,-4.1,0,0.606017369,0.095071005,2.935657956,62,84,634,1064,2.48,1,52.5,157
Q4-Holiday,Tue,0,Grocery,Generic,PlayStation,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,35.75837426,43.40246704,3.663710751,4.7,16,55,4178,0.5,-6.5,5,2.988923506,0.589458968,15.59943445,11,15,4178,23,4.59,47.7,90.9,15983
Q1,Sat,0,SportsOutdoor,Hasbro,PenguinClassics,Publisher,FBA,1,Low,0,Standard,LowVisibility,13.52113441,42.63705629,0.354454125,4.4,8,3,248,1,-13.5,0,5.429106369,0.301724205,1.408670202,213,221,248,108,0.84,1,68.4,245
Q4-Holiday,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top100,2.166686581,32.34943023,0.205605179,4.8,42,12,568,0.5,-19.1,0,0.270782815,0.116181661,0.410355736,1480,8947,982,21,3.37,6.4,49.3,2399
Q3,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top100,2.233331705,39.99060199,0.226022329,5,66,28,6829,0.5,-10.3,2,0.301838068,0.11819846,2.064469004,941,3163,7639,153,2.54,30.1,57.7,11560
Q1,Thu,0,Clothing,Sony,SonyAudio,Importer,MerchantFulfilled,1,Medium,0,Standard,LowVisibility,41.2647616,10.22710012,0.587898124,4.5,2,3,190,3,7.5,0,11.26881857,0.387563761,2.471031889,19,52,190,2312,0.96,1,78.3,12
Q1,Wed,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,LowVisibility,2.091158779,43.85867613,0.178091674,4.9,8,5,1421,0.5,-2.3,0,1.376245186,0.055312381,1.157677722,1471,3879,1421,65,0.61,1,51.2,2669
Q2,Thu,0,Beauty,Samsung,Galaxy,WholesaleAggregator,MerchantFulfilled,0,High,0,Standard,LowVisibility,104.5583854,16.07564209,1.172420895,4.5,4,1,629,2,-4.3,0,18.40689039,0.729505192,6.448427217,41,43,629,1096,1.69,1,86.4,351
Q3,Thu,0,Beauty,Hasbro,Nescafe,WholesaleAggregator,FBA,1,High,0,Good,LowVisibility,5.606976783,66.95816966,1.061872778,4.5,19,11,1144,1,-15.9,1,1.850507112,0.662858623,10.86238339,63,65,1144,19,2.66,1,68.7,67633
Q4-Holiday,Sat,0,Toys,Generic,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,324.6029758,82.58267828,122.4295791,5,123,993,1296,0.5,-15.9,509,76.01777844,103.9533773,1732.838773,15,70,1296,65,4.15,84.3,100,4765073
Q2,Sat,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Low,0,Good,Top100,1009.685237,34.47202331,16.54102881,4.9,152,18,1711,0.5,-11.5,3,396.8703786,2.079725515,99.15311183,8,8,1711,375,1.36,44.6,100,5950
Q1,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Premium,LowVisibility,2.723072783,17.8997428,0.071653063,5,4,6,1264,0.5,-15.2,0,1.07213657,0.027162247,0.591325177,856,2464,1264,73,0.61,1,81.2,6674
Q1,Wed,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Low,0,Premium,Top20,1438.487805,7.042158036,7.969258678,4.4,103,16,1071,0.5,-18.6,1,537.5910733,4.129932314,37.26157085,3,10,6027,3563,0.99,21.9,100,548
Q3,Fri,0,Clothing,Nike,NikeRunning,Importer,FBA,0,High,0,Good,LowVisibility,50.32341917,20.92723053,1.282484969,4.2,0,3,364,1,3.3,0,10.29133865,0.664935575,4.390610778,9,23,1075,3213,2.36,1,80.9,83
Q4-Holiday,Wed,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Premium,Top100,3.18885698,57.81784508,0.360783405,5,54,6,848,0.5,-25.3,1,0.826234911,0.038083194,5.526360415,2765,5633,1105,31,3.37,13.9,70.1,71495
Q2,Sat,0,Clothing,Loreal,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,Top100,32.97627699,16.11095763,1.094205826,4,3,2,606,2,2.9,0,7.789551934,0.940476166,2.700574339,33,38,606,3993,1.66,1,57.8,225
Q2,Sun,0,Electronics,Samsung,Galaxy,WholesaleAggregator,FBA,1,Low,0,Poor,Top20,719.7489614,63.86205978,38.22809046,4.3,75,90,1960,1,-15.3,11,109.2772789,25.78809481,375.0497401,28,30,1960,290,1.55,42.8,71.6,14746
Q4-Holiday,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,LowVisibility,1.553746865,32.95498574,0.052542796,4.5,16,4,4066,0.5,4.4,0,0.253203989,0.03489073,0.640038155,358,1617,4066,111,3.54,1,43.7,888
Q1,Wed,0,Home,Nestle,Kindle,WholesaleAggregator,FBA,1,High,0,Standard,Top5,27.06612198,18.88161599,1.47560641,4.5,20,10,881,0.5,-25.4,0,7.037606031,0.276826348,14.11005281,14,14,881,98,2.22,10.9,79.8,1440
Q4-Holiday,Tue,0,Electronics,Sony,SonyAudio,Importer,FBA,1,High,1,Standard,Top5,305.1934318,42.44148022,10.22607012,4.2,63,29,58,0.5,-13.8,4,72.76509574,3.858749093,91.06551493,1,3,210,724,3.98,36.8,77.1,10910
Q1,Tue,0,Beauty,Generic,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,157.8060736,26.41209927,6.495606794,4.8,16,15,322,0.5,-13.6,3,21.43486257,4.353361545,44.92076919,9,47,322,298,1.05,41.4,100,21464
Q2,Sat,0,Clothing,Nike,NikeRunning,Importer,SellerFulfilledPrime,1,High,0,Good,Top100,66.24680518,50.16978006,2.076831342,5,22,12,191,1,-9.2,0,22.18080249,1.100256096,14.18493396,43,73,238,852,2.14,1,81.5,653
Q4-Holiday,Wed,1,Toys,Loreal,PlayStation,AuthorizedDistributor,FBA,1,Peak,1,Good,Top5,166.0607272,60.35484068,62.89916013,4.9,656,971,1006,1,-18.1,56,35.22314732,50.92230833,830.7126841,13,38,3212,373,5.79,77.1,100,28920454
Q1,Wed,0,Clothing,Loreal,Nescafe,Importer,MerchantFulfilled,1,Medium,0,Good,Top100,7.571319659,48.96105046,0.922421287,4.2,3,3,340,5,-4.3,0,1.969191912,0.579590122,9.579705882,22,28,340,592,0.99,1,45.7,481
Q1,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top5,3.407933501,15.89397488,0.273136312,5,92,51,1970,0.5,-1.7,1,0.654472665,0.028400233,0.892056039,1950,3146,1970,67,0.83,33.1,85.2,42596
Q2,Tue,0,Beauty,Generic,PenguinClassics,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,LowVisibility,6.137730522,15.90038876,0.129759099,4.6,1,0,68,2,4.3,0,1.430947748,0.074919751,0.671633716,15,27,68,1822,1.45,1,55.6,627
Q1,Sat,0,Home,Generic,HasbroGaming,IndependentArtisan,FBA,1,Low,0,Premium,Top20,42.92178333,28.07487336,2.016130836,5,25,19,373,1,-6.4,0,14.38626693,1.804492437,17.81412838,71,114,373,291,0.82,22.2,94.9,3382
Q1,Thu,0,SportsOutdoor,AmazonBasics,PenguinClassics,Publisher,MerchantFulfilled,0,Low,0,Good,Top20,13.06298306,53.33009405,0.792523626,3.5,8,5,801,2,-17.6,0,1.649038781,0.623184992,3.697758261,122,246,801,868,0.25,1,35.6,1139
Q4-Holiday,Fri,0,Electronics,Samsung,Galaxy,Importer,FBA,1,High,0,Standard,LowVisibility,809.2024602,38.44641519,4.017478866,4.9,38,5,299,1,-14.3,1,361.9863211,2.450443193,52.10799926,15,18,384,929,3.69,5.6,100,346
Q4-Holiday,Sat,1,Books,Generic,Galaxy,Publisher,FBA,1,Peak,0,Poor,Top20,25.46922936,33.14460726,1.152633219,4.4,24,26,3504,0.5,0.9,1,9.757048453,0.926404138,2.500441266,96,301,3504,126,4.95,5.9,63,11180
